3	1	0.48323506116867065
3	2	0.5058069825172424
10	1	0.6313695907592773
10	2	0.3617507219314575
17	1	0.39297956228256226
17	2	0.5965689420700073
21	1	0.5934460163116455
21	2	0.39366987347602844
31	1	0.498924195766449
31	2	0.4942750036716461
32	1	0.42789533734321594
32	2	0.5662732720375061
37	1	0.24480073153972626
37	2	0.7546710968017578
40	1	0.874580979347229
40	2	0.12458107620477676
45	1	0.6305258274078369
45	2	0.3615768253803253
54	1	0.5110889673233032
54	2	0.4817295968532562
56	1	0.4858071804046631
56	2	0.5068638920783997
57	1	0.5415148735046387
57	2	0.45040565729141235
66	1	0.5640632510185242
66	2	0.4223078787326813
86	1	0.4293667674064636
86	2	0.5595805048942566
95	1	0.5621163249015808
95	2	0.4279041290283203
99	1	0.6532986164093018
99	2	0.3292439877986908
103	1	0.3407592475414276
103	2	0.6569406986236572
110	1	0.615594208240509
110	2	0.3728260099887848
120	1	0.3945884704589844
120	2	0.6020790934562683
128	1	0.5201933979988098
128	2	0.47487345337867737
133	1	0.643983781337738
133	2	0.3452145755290985
137	1	0.4174332022666931
137	2	0.5679428577423096
138	1	0.4730876684188843
138	2	0.5224832892417908
145	1	0.5484485626220703
145	2	0.4377991557121277
146	1	0.5439496636390686
146	2	0.4407584071159363
147	1	0.5835803747177124
147	2	0.4011848568916321
157	1	0.5938647985458374
157	2	0.3947356343269348
158	1	0.7369443774223328
158	2	0.24950891733169556
169	1	0.5023714303970337
169	2	0.4920780658721924
176	1	0.5341200232505798
176	2	0.4603288769721985
177	1	0.44045984745025635
177	2	0.546355664730072
190	1	0.5580552816390991
190	2	0.4272581934928894
193	1	0.4423685371875763
193	2	0.5509586334228516
194	1	0.3994270861148834
194	2	0.5864697098731995
196	1	0.4157339632511139
196	2	0.5755246877670288
226	1	0.24998991191387177
226	2	0.749989926815033
229	1	0.7164098620414734
229	2	0.2711760997772217
235	1	0.40246930718421936
235	2	0.583514928817749
243	1	0.7659719586372375
243	2	0.22711417078971863
244	1	0.5805655121803284
244	2	0.41008734703063965
251	1	0.7499842643737793
251	2	0.24998430907726288
252	1	0.46214088797569275
252	2	0.5284664034843445
254	1	0.6994134187698364
254	2	0.288163423538208
258	1	0.3756990134716034
258	2	0.6164245009422302
260	1	0.3482629954814911
260	2	0.6365668177604675
268	1	0.6214302778244019
268	2	0.3715299069881439
275	1	0.43750202655792236
275	2	0.5539227724075317
276	1	0.3200087547302246
276	2	0.6647166013717651
281	1	0.5945165157318115
281	2	0.3995745778083801
288	1	0.3941904306411743
288	2	0.5987501740455627
291	1	0.49987778067588806
291	2	0.49987778067588806
292	1	0.7829124331474304
292	2	0.20677049458026886
295	1	0.43599897623062134
295	2	0.5494903922080994
296	1	0.4296557903289795
296	2	0.5590217709541321
299	1	0.7537872791290283
299	2	0.22950828075408936
302	1	0.45140475034713745
302	2	0.5400013327598572
309	1	0.28103089332580566
309	2	0.7113142013549805
311	1	0.7499811053276062
311	2	0.24998115003108978
316	1	0.7370258569717407
316	2	0.25570353865623474
319	1	0.4925103187561035
319	2	0.5030918121337891
320	1	0.5445106625556946
320	2	0.44444790482521057
325	1	0.48892372846603394
325	2	0.5012276768684387
340	1	0.28715211153030396
340	2	0.7079216241836548
348	1	0.38314586877822876
348	2	0.6093395948410034
349	1	0.24169723689556122
349	2	0.7484793066978455
351	1	0.39878082275390625
351	2	0.592061460018158
365	1	0.4031550884246826
365	2	0.5854812860488892
367	1	0.46329808235168457
367	2	0.525235116481781
387	1	0.4019322395324707
387	2	0.5906663537025452
388	1	0.4727511703968048
388	2	0.5182013511657715
395	1	0.5803958773612976
395	2	0.4164782166481018
398	1	0.4553496539592743
398	2	0.5356783270835876
403	1	0.4344412684440613
403	2	0.5604577660560608
411	1	0.5187223553657532
