2106	1	0.5838744044303894
2106	2	0.4160333275794983
2107	1	0.5641834139823914
2107	2	0.435493141412735
2105	1	0.5571924448013306
2105	2	0.44333216547966003
2110	1	0.5583519339561462
2110	2	0.44261011481285095
2111	1	0.5642843246459961
2111	2	0.43856295943260193
2108	1	0.5678727626800537
2108	2	0.43262118101119995
2109	1	0.5581864714622498
2109	2	0.4423198699951172
2099	1	0.5577989816665649
2099	2	0.4439619481563568
2100	1	0.5585752725601196
2100	2	0.44249215722084045
2098	1	0.5670007467269897
2098	2	0.43426525592803955
2103	1	0.5575309991836548
2103	2	0.44357073307037354
2104	1	0.5703607201576233
2104	2	0.43153589963912964
2101	1	0.5569167733192444
2101	2	0.4438503682613373
2102	1	0.5668050050735474
2102	2	0.4339292049407959
2092	2	0.4361548125743866
2093	1	0.5590472221374512
2093	2	0.44232645630836487
2091	1	0.5529218316078186
2091	2	0.44712090492248535
2092	1	0.5654011368751526
2096	1	0.5611317753791809
2096	2	0.4388998746871948
2097	1	0.5557250380516052
2097	2	0.4445546567440033
2094	1	0.5552029609680176
2094	2	0.4450487494468689
2095	1	0.5465273261070251
2095	2	0.4531475603580475
2086	1	0.5700583457946777
2086	2	0.43097740411758423
2084	1	0.5593286156654358
2084	2	0.4421083629131317
2085	1	0.5472674369812012
2085	2	0.4523756504058838
2089	1	0.5602823495864868
2089	2	0.44041723012924194
2090	1	0.5526958703994751
2090	2	0.44925957918167114
2087	1	0.5565899014472961
2087	2	0.4450235962867737
2088	1	0.5574443340301514
2088	2	0.4432384967803955
2134	1	0.5549455285072327
2134	2	0.44521114230155945
2135	1	0.5576975345611572
2135	2	0.4434274435043335
2132	1	0.5581321120262146
2132	2	0.4438801109790802
2133	1	0.5616992115974426
2133	2	0.4404258728027344
2137	1	0.544446587562561
2137	2	0.4571615755558014
2138	1	0.5656907558441162
2138	2	0.4362438917160034
2136	1	0.5616974234580994
2136	2	0.4403136074542999
2127	1	0.5520258545875549
2127	2	0.44967642426490784
2128	1	0.5336641669273376
2128	2	0.46585941314697266
2125	1	0.5642632842063904
2125	2	0.4364418387413025
2126	1	0.5514071583747864
2126	2	0.4484870731830597
2131	1	0.5630740523338318
2131	2	0.4379875957965851
2129	1	0.5608206391334534
2129	2	0.4410220682621002
2130	1	0.5548111796379089
2130	2	0.4446132779121399
2120	1	0.5715323090553284
2120	2	0.4293367564678192
2121	1	0.5553929805755615
2121	2	0.44660377502441406
2118	1	0.5526442527770996
2118	2	0.44720885157585144
2119	1	0.5495801568031311
2119	2	0.45089980959892273
2124	1	0.5496110320091248
2124	2	0.44995373487472534
2122	1	0.557214617729187
2122	2	0.44339582324028015
2123	1	0.5603305101394653
2123	2	0.4399506449699402
2113	1	0.5697439312934875
2113	2	0.4317528009414673
