1018	0
1096	1
1854	0
237	0
697	1
218	0
983	0
203	1
5	0
12	1
617	0
1249	0
2054	0
1462	1
841	1
463	0
644	1
150	0
774	1
4	1
1138	0
1309	1
593	1
395	0
1405	1
1447	1
7	1
79	1
138	0
1365	1
938	0
357	1
374	0
309	1
661	0
1604	0
1221	0
1972	1
1893	1
2130	0
554	1
1959	1
1840	1
1750	1
1805	0
966	0
768	0
1002	0
1914	0
2003	1
906	1
2012	0
162	0
1565	0
652	0
1851	0
1497	0
732	0
646	0
1268	1
805	1
1301	1
1361	1
1705	0
2092	0
192	0
167	1
1503	1
1574	1
886	0
1807	1
1499	0
1664	1
2006	0
524	0
45	0
835	1
2108	0
880	1
1259	0
916	1
24	0
1779	1
91	1
818	1
23	0
796	1
2123	1
2082	1
1680	1
404	1
1780	1
437	1
1382	1
1270	0
923	0
1449	0
734	0
1431	0
1708	0
2169	1
464	1
619	1
1189	1
1082	0
540	1
776	1
69	0
1995	0
2099	1
1026	0
703	1
688	0
1766	0
2190	1
951	0
961	0
127	0
445	0
1020	0
417	1
337	0
1961	0
921	0
1176	1
1930	1
301	0
1167	1
712	1
2089	0
1354	0
2204	0
1886	1
1682	0
65	0
1396	1
279	0
181	0
1982	1
1444	1
552	1
882	0
128	1
1958	1
1016	1
1102	0
1772	0
2209	1
858	1
2150	0
335	1
281	1
2107	0
1726	1
862	0
2162	1
2112	0
1626	1
1921	0
1927	0
1390	0
660	1
1568	1
1804	1
492	1
1460	0
342	0
385	1
1509	1
145	0
581	1
1271	1
1630	0
1502	0
1968	1
430	0
101	0
1248	0
1970	1
648	0
2097	0
807	0
1517	1
164	1
783	1
2066	0
1137	1
1154	0
1	0
2208	1
2161	1
380	0
205	0
462	1
682	0
798	0
527	1
2022	0
1403	0
609	0
1202	1
2134	1
811	1
1548	1
1366	0
1439	1
1295	1
2026	1
184	0
1640	0
896	0
518	0
1951	0
536	1
1437	0
623	1
2055	1
975	1
1717	0
737	1
1989	0
1786	0
935	1
1407	0
1100	1
1739	1
1413	1
212	0
300	0
647	1
1335	1
189	0
2168	0
1696	0
1712	1
765	1
1648	0
1197	0
2137	1
1339	0
1703	1
1081	1
711	0
1246	1
1832	1
1486	1
695	0
1425	0
784	0
2065	0
72	1
1222	0
722	0
736	0
969	0
11	0
73	0
1121	0
35	1
1512	0
1048	1
787	1
190	1
663	1
1957	0
1931	1
1324	1
739	1
1493	0
657	1
315	0
642	0
987	0
1552	0
1826	1
967	1
618	1
924	1
318	0
207	1
1241	1
1620	1
426	1
519	0
1542	0
666	1
1617	1
1025	1
731	1
219	1
790	1
1842	0
2036	1
495	1
1870	0
1055	1
441	1
1483	0
2044	0
